IN,1,2,521888328410931,521888329212250,0,1
IN,2,2,521888340272501,521888340772198,0,2
IN,3,2,521888341301439,0,0,3
IN,4,1,521888341796046,0,0,4
IN,5,2,521888342208986,0,0,5
IN,6,2,521888342626223,0,0,6
IN,7,0,521888343100723,0,0,7
IN,8,2,521888343582754,0,0,8
IN,9,2,521888344073135,0,0,9
IN,10,0,521888344472024,0,0,10
IN,11,2,521888344848268,0,0,11
IN,12,2,521888345319089,0,0,12
IN,13,1,521888345757364,0,0,13
IN,14,2,521888346110705,0,0,14
IN,15,2,521888346477881,0,0,15
IN,16,1,521888347129614,0,0,16
IN,17,1,521888347487767,0,0,17
IN,18,2,521888347833979,0,0,18
IN,19,2,521888348205571,0,0,19
IN,20,2,521888348612201,0,0,20
IN,21,1,521888348979028,0,0,21
IN,22,1,521888349326097,0,0,22
IN,23,2,521888349655271,0,0,23
IN,24,2,521888350014449,0,0,24
IN,25,2,521888350341847,0,0,25
IN,26,2,521888350733048,0,0,26
IN,27,2,521888351298031,0,0,27
IN,28,2,521888351870428,0,0,28
IN,29,0,521888352447330,0,0,29
IN,30,2,521888352910198,0,0,30
IN,31,2,521888353211053,0,0,31
IN,32,2,521888353508747,0,0,32
IN,33,2,521888353891603,0,0,33
IN,34,2,521888354396331,0,0,34
IN,35,2,521888354807796,0,0,35
IN,36,2,521888355081829,0,0,36
IN,37,0,521888355542443,0,0,37
IN,38,2,521888356197831,0,0,38
IN,39,2,521888356612249,0,0,39
IN,40,2,521888357155424,0,0,40
IN,41,2,521888357614902,0,1,41
IN,42,2,521888358348126,0,1,42
IN,43,2,521888358792231,0,1,43
IN,44,2,521888359131826,0,1,44
IN,45,1,521888359451465,0,0,45
IN,46,2,521888359861291,0,1,46
IN,47,2,521888360362374,0,1,47
IN,48,2,521888360785109,0,1,48
IN,49,2,521888361076226,0,1,49
IN,50,2,521888361358472,0,1,50
IN,51,2,521888361641585,0,1,51
IN,52,2,521888361925355,0,1,52
IN,53,2,521888362303228,0,1,53
IN,54,2,521888362608210,0,1,54
IN,55,2,521888362968147,0,1,55
IN,56,1,521888363529059,0,0,56
IN,57,1,521888363810123,0,0,57
IN,58,2,521888364333546,0,0,58
IN,59,2,521888364848487,0,0,59
IN,60,2,521888365357709,0,0,60
IN,61,2,521888365630165,0,0,61
IN,62,2,521888365900331,0,0,62
IN,63,2,521888366173191,0,0,63
IN,64,2,521888366560185,0,0,64
IN,65,2,521888366911805,0,0,65
IN,66,2,521888367447604,0,0,66
IN,67,2,521888367732613,0,0,67
IN,68,2,521888368060058,0,0,68
IN,69,2,521888368468205,0,0,69
IN,70,2,521888368867372,0,0,70
IN,71,2,521888369195876,0,0,71
IN,72,2,521888369494191,0,0,72
IN,73,2,521888369771137,0,0,73
IN,74,2,521888370036124,0,1,74
IN,75,2,521888370399881,0,1,75
IN,76,2,521888370773385,0,1,76
IN,77,2,521888371129438,0,1,77
IN,78,0,521888371562643,0,0,78
IN,79,2,521888371896038,0,1,79
IN,80,2,521888372379400,0,1,80
IN,81,2,521888372742419,0,1,81
IN,82,2,521888373240021,0,1,82
IN,83,0,521888373479736,0,0,83
IN,84,2,521888373718584,0,1,84
IN,85,2,521888373944539,0,1,85
IN,86,1,521888374242884,0,0,86
IN,87,2,521888374540438,0,1,87
IN,88,2,521888374904277,0,1,88
IN,89,2,521888375350723,0,1,89
IN,90,2,521888375704132,0,1,90
IN,91,2,521888377262718,0,0,91
IN,92,2,521888378953251,0,0,92
IN,93,0,521888381361515,0,0,93
IN,94,1,521888381772230,0,0,94
IN,95,2,521888382171582,0,0,95
IN,96,2,521888382679021,0,0,96
IN,97,2,521888383080807,0,0,97
IN,98,2,521888383356228,0,0,98
IN,99,0,521888383625683,0,0,99
IN,100,1,521888383941175,0,0,100
IN,101,2,521888384794421,0,0,101
IN,102,2,521888385210105,0,0,102
IN,103,2,521888385486183,0,0,103
IN,104,2,521888385697900,0,0,104
IN,105,2,521888385919851,0,0,105
IN,106,2,521888386233037,0,0,106
IN,107,2,521888386577806,0,0,107
IN,108,2,521888386931720,0,0,108
IN,109,2,521888387265279,0,0,109
IN,110,2,521888387625569,0,0,110
IN,111,0,521888387956012,0,0,111
IN,112,2,521888388281495,0,1,112
IN,113,2,521888388491440,0,1,113
IN,114,2,521888388689600,0,1,114
IN,115,2,521888388892959,0,1,115
IN,116,2,521888389148342,0,1,116
IN,117,2,521888389448695,0,1,117
IN,118,2,521888389765440,0,1,118
IN,119,2,521888389987850,0,1,119
IN,120,2,521888390197514,0,1,120
IN,121,2,521888390420040,0,1,121
IN,122,2,521888390736269,0,1,122
IN,123,2,521888391069664,0,1,123
IN,124,0,521888391380570,0,0,124
IN,125,2,521888391592868,0,1,125
IN,126,2,521888391877356,0,1,126
IN,127,2,521888392237918,0,1,127
IN,128,2,521888392743064,0,1,128
IN,129,2,521888393079736,0,1,129
IN,130,2,521888393304756,0,1,130
IN,131,2,521888393541308,0,1,131
IN,132,2,521888393815648,0,1,132
IN,133,2,521888394128492,0,1,133
IN,134,2,521888394563660,0,1,134
IN,135,2,521888395028181,0,1,135
IN,136,2,521888395479404,0,1,136
IN,137,2,521888395927437,0,1,137
IN,138,2,521888396420842,0,1,138
IN,139,2,521888396749472,0,1,139
IN,140,2,521888397113895,0,1,140
IN,141,2,521888397428480,0,1,141
IN,142,2,521888397746526,0,1,142
IN,143,2,521888398048030,0,1,143
IN,144,2,521888398349005,0,1,144
IN,145,2,521888398657102,0,1,145
IN,146,2,521888398962330,0,1,146
