IN,1,2,1852440846143583,0,F,1
IN,2,2,1852440852843208,0,F,2
IN,3,2,1852440853603291,0,F,3
IN,4,1,1852440854591666,0,F,4
IN,5,2,1852440855077541,0,F,5
IN,6,2,1852440855630583,0,F,6
IN,7,0,1852440856197958,0,F,7
IN,8,2,1852440856549083,0,S,8
IN,9,2,1852440857117833,0,S,9
IN,10,0,1852440857547958,0,F,10
IN,11,2,1852440857882250,0,S,11
IN,12,2,1852440858246916,0,S,12
IN,13,1,1852440858757625,0,F,13
IN,14,2,1852440859114583,0,S,14
IN,15,2,1852440859652416,0,S,15  
IN,16,1,1852440860093875,0,F,16
IN,17,1,1852440860491416,0,F,17
IN,18,2,1852440860801416,0,S,18
IN,19,2,1852440861230958,0,S,19
IN,20,2,1852440861538958,0,S,20
IN,21,1,1852440862037125,0,F,21
IN,22,1,1852440862568375,0,S,22
IN,23,2,1852440863017208,0,S,23
IN,24,2,1852440864271166,0,S,24
IN,25,2,1852440864539000,0,S,25
IN,26,2,1852440865101583,0,S,26
IN,27,2,1852440865400541,0,S,27
IN,28,2,1852440865754916,0,S,28
IN,29,0,1852440866004625,0,F,29
IN,30,2,1852440866263208,0,S,30
IN,31,2,1852440866703416,0,S,31
IN,32,2,1852440867030458,0,S,32
IN,33,2,1852440867264750,0,S,33
IN,34,2,1852440868106250,0,S,34
IN,35,2,1852440868276250,0,S,35
IN,36,2,1852440868475083,0,S,36
IN,37,0,1852440868855833,0,F,37
IN,38,2,1852440869178916,0,S,38
IN,39,2,1852440870290000,0,S,39    
IN,40,2,1852440870511666,0,S,40
IN,41,2,1852440870963666,0,S,41
IN,42,2,1852440871401916,0,S,42
IN,43,2,1852440871608375,0,S,43
IN,44,2,1852440871835166,0,S,44
IN,45,1,1852440872101250,0,S,45
IN,46,2,1852440872356791,0,S,46
IN,47,2,1852440873303708,0,REJECTED!!!,47
IN,48,2,1852440873389125,0,REJECTED!!!,48
IN,49,2,1852440873443041,0,REJECTED!!!,49
IN,50,2,1852440873698250,0,REJECTED!!!,50
OUT,58,2,1852440846143583,1852440846495250,F,1
OUT,71,2,1852440852843208,1852440853160250,F,2
OUT,77,2,1852440853603291,1852440853944791,F,3
OUT,84,1,1852440854591666,1852440855164125,F,4
OUT,85,2,1852440855077541,1852440855768291,F,5
OUT,86,2,1852440855630583,1852440856288625,F,6
OUT,87,0,1852440856197958,1852440856797958,F,7
OUT,88,2,1852440856549083,1852440857299958,S,8
OUT,89,2,1852440857117833,1852440857981041,S,9
OUT,90,0,1852440857547958,1852440858451500,F,10
OUT,91,2,1852440857882250,1852440858873958,S,11
OUT,92,1,1852440858757625,1852440859309666,F,13
OUT,93,2,1852440858246916,1852440859760750,S,12
OUT,94,2,1852440859114583,1852440860183750,S,14
OUT,95,1,1852440860093875,1852440860585750,F,16
OUT,96,2,1852440859652416,1852440860987625,S,15
OUT,97,1,1852440860491416,1852440861587916,F,17
OUT,98,2,1852440860801416,1852440862009833,S,18
OUT,99,2,1852440861230958,1852440862209916,S,19
OUT,100,1,1852440862037125,1852440862609083,F,21
OUT,101,2,1852440861538958,1852440863058291,S,20
OUT,102,1,1852440862568375,1852440863550458,S,22
OUT,103,2,1852440863017208,1852440864174541,S,23
OUT,108,2,1852440864271166,1852440864596875,S,24
OUT,109,2,1852440864539000,1852440865128875,S,25
OUT,110,2,1852440865101583,1852440865507041,S,26
OUT,111,2,1852440865400541,1852440865826916,S,27
OUT,112,0,1852440866004625,1852440866327583,F,29
OUT,113,2,1852440865754916,1852440866677958,S,28
OUT,114,2,1852440866263208,1852440866853125,S,30
OUT,115,2,1852440866703416,1852440867744458,S,31
OUT,116,2,1852440867030458,1852440868094916,S,32
OUT,117,2,1852440867264750,1852440868774375,S,33
OUT,118,0,1852440868855833,1852440870000333,F,37
OUT,119,2,1852440868106250,1852440870876083,S,34
OUT,120,2,1852440868276250,1852440871373500,S,35
OUT,121,2,1852440868475083,1852440871890833,S,36
OUT,122,2,1852440869178916,1852440872166666,S,38
OUT,123,2,1852440870290000,1852440873209083,S,39
OUT,124,2,1852440870511666,1852440873638791,S,40
OUT,125,2,1852440870963666,1852440874300291,S,41
OUT,126,2,1852440871401916,1852440874484500,S,42
OUT,127,2,1852440871608375,1852440874666916,S,43
OUT,128,2,1852440871835166,1852440874821375,S,44
OUT,129,1,1852440872101250,1852440874987250,S,45
OUT,130,2,1852440872356791,1852440875132000,S,46
